,State,Year,Month,Crime Description,Crime Count
7665,Tamil Nadu,2020,4,FRAUD,2.0
7666,Tamil Nadu,2020,5,FRAUD,3.0
7667,Tamil Nadu,2020,6,FRAUD,1.0
7668,Tamil Nadu,2020,7,FRAUD,1.0
7669,Tamil Nadu,2020,8,FRAUD,1.0
7670,Tamil Nadu,2020,9,FRAUD,1.0
7671,Tamil Nadu,2020,10,FRAUD,3.0
7672,Tamil Nadu,2020,12,FRAUD,1.0
7673,Tamil Nadu,2021,1,FRAUD,1.0
7674,Tamil Nadu,2021,2,FRAUD,3.0
7675,Tamil Nadu,2021,3,FRAUD,3.0
7676,Tamil Nadu,2021,4,FRAUD,1.0
7677,Tamil Nadu,2021,5,FRAUD,4.0
7678,Tamil Nadu,2021,6,FRAUD,1.0
7679,Tamil Nadu,2021,7,FRAUD,5.0
7680,Tamil Nadu,2021,8,FRAUD,3.0
7681,Tamil Nadu,2021,9,FRAUD,2.0
7682,Tamil Nadu,2021,10,FRAUD,1.0
7683,Tamil Nadu,2021,11,FRAUD,1.0
7684,Tamil Nadu,2021,12,FRAUD,3.0
7685,Tamil Nadu,2022,1,FRAUD,1.0
7686,Tamil Nadu,2022,2,FRAUD,4.0
7687,Tamil Nadu,2022,3,FRAUD,4.0
7688,Tamil Nadu,2022,5,FRAUD,5.0
7689,Tamil Nadu,2022,6,FRAUD,2.0
7690,Tamil Nadu,2022,7,FRAUD,2.0
7691,Tamil Nadu,2022,8,FRAUD,3.0
7692,Tamil Nadu,2022,10,FRAUD,1.0
7693,Tamil Nadu,2022,11,FRAUD,3.0
7694,Tamil Nadu,2022,12,FRAUD,1.0
7695,Tamil Nadu,2023,1,FRAUD,2.0
7696,Tamil Nadu,2023,2,FRAUD,1.0
7697,Tamil Nadu,2023,3,FRAUD,2.0
7698,Tamil Nadu,2023,4,FRAUD,4.0
7699,Tamil Nadu,2023,5,FRAUD,9.0
7700,Tamil Nadu,2023,6,FRAUD,1.0
7701,Tamil Nadu,2023,7,FRAUD,1.0
7702,Tamil Nadu,2023,9,FRAUD,3.0
7703,Tamil Nadu,2023,10,FRAUD,3.0
7704,Tamil Nadu,2023,11,FRAUD,2.0
7705,Tamil Nadu,2023,12,FRAUD,1.0
7706,Tamil Nadu,2020,1,HOMICIDE,1.0
7707,Tamil Nadu,2020,2,HOMICIDE,1.0
7708,Tamil Nadu,2020,4,HOMICIDE,2.0
7709,Tamil Nadu,2020,5,HOMICIDE,3.0
7710,Tamil Nadu,2020,6,HOMICIDE,1.0
7711,Tamil Nadu,2020,7,HOMICIDE,4.0
7712,Tamil Nadu,2020,8,HOMICIDE,4.0
7713,Tamil Nadu,2020,9,HOMICIDE,2.0
7714,Tamil Nadu,2020,10,HOMICIDE,4.0
7715,Tamil Nadu,2020,11,HOMICIDE,2.0
7716,Tamil Nadu,2020,12,HOMICIDE,3.0
7717,Tamil Nadu,2021,1,HOMICIDE,4.0
7718,Tamil Nadu,2021,2,HOMICIDE,2.0
7719,Tamil Nadu,2021,3,HOMICIDE,3.0
7720,Tamil Nadu,2021,4,HOMICIDE,3.0
7721,Tamil Nadu,2021,5,HOMICIDE,3.0
7722,Tamil Nadu,2021,6,HOMICIDE,2.0
7723,Tamil Nadu,2021,7,HOMICIDE,1.0
7724,Tamil Nadu,2021,8,HOMICIDE,6.0
7725,Tamil Nadu,2021,9,HOMICIDE,3.0
7726,Tamil Nadu,2021,10,HOMICIDE,2.0
7727,Tamil Nadu,2021,11,HOMICIDE,4.0
7728,Tamil Nadu,2021,12,HOMICIDE,1.0
7729,Tamil Nadu,2022,1,HOMICIDE,2.0
7730,Tamil Nadu,2022,2,HOMICIDE,2.0
7731,Tamil Nadu,2022,3,HOMICIDE,4.0
7732,Tamil Nadu,2022,4,HOMICIDE,3.0
7733,Tamil Nadu,2022,5,HOMICIDE,1.0
7734,Tamil Nadu,2022,6,HOMICIDE,3.0
7735,Tamil Nadu,2022,7,HOMICIDE,2.0
7736,Tamil Nadu,2022,9,HOMICIDE,1.0
7737,Tamil Nadu,2022,10,HOMICIDE,2.0
7738,Tamil Nadu,2022,11,HOMICIDE,4.0
7739,Tamil Nadu,2022,12,HOMICIDE,4.0
7740,Tamil Nadu,2023,1,HOMICIDE,1.0
7741,Tamil Nadu,2023,2,HOMICIDE,2.0
7742,Tamil Nadu,2023,3,HOMICIDE,4.0
7743,Tamil Nadu,2023,4,HOMICIDE,4.0
7744,Tamil Nadu,2023,5,HOMICIDE,2.0
7745,Tamil Nadu,2023,6,HOMICIDE,4.0
7746,Tamil Nadu,2023,7,HOMICIDE,2.0
7747,Tamil Nadu,2023,8,HOMICIDE,1.0
7748,Tamil Nadu,2023,9,HOMICIDE,5.0
7749,Tamil Nadu,2023,10,HOMICIDE,2.0
7750,Tamil Nadu,2023,11,HOMICIDE,1.0
7751,Tamil Nadu,2023,12,HOMICIDE,1.0
7752,Tamil Nadu,2020,1,IDENTITY THEFT,2.0
7753,Tamil Nadu,2020,2,IDENTITY THEFT,1.0
7754,Tamil Nadu,2020,3,IDENTITY THEFT,3.0
7755,Tamil Nadu,2020,4,IDENTITY THEFT,6.0
7756,Tamil Nadu,2020,5,IDENTITY THEFT,2.0
7757,Tamil Nadu,2020,6,IDENTITY THEFT,2.0
7758,Tamil Nadu,2020,7,IDENTITY THEFT,3.0
7759,Tamil Nadu,2020,8,IDENTITY THEFT,3.0
7760,Tamil Nadu,2020,9,IDENTITY THEFT,1.0
7761,Tamil Nadu,2020,11,IDENTITY THEFT,2.0
7762,Tamil Nadu,2020,12,IDENTITY THEFT,1.0
7763,Tamil Nadu,2021,1,IDENTITY THEFT,3.0
7764,Tamil Nadu,2021,2,IDENTITY THEFT,2.0
7765,Tamil Nadu,2021,3,IDENTITY THEFT,1.0
7766,Tamil Nadu,2021,4,IDENTITY THEFT,1.0
7767,Tamil Nadu,2021,5,IDENTITY THEFT,5.0
7768,Tamil Nadu,2021,6,IDENTITY THEFT,3.0
7769,Tamil Nadu,2021,7,IDENTITY THEFT,5.0
7770,Tamil Nadu,2021,8,IDENTITY THEFT,4.0
7771,Tamil Nadu,2021,9,IDENTITY THEFT,3.0
7772,Tamil Nadu,2021,10,IDENTITY THEFT,2.0
7773,Tamil Nadu,2021,12,IDENTITY THEFT,4.0
7774,Tamil Nadu,2022,1,IDENTITY THEFT,5.0
7775,Tamil Nadu,2022,2,IDENTITY THEFT,5.0
7776,Tamil Nadu,2022,3,IDENTITY THEFT,2.0
7777,Tamil Nadu,2022,4,IDENTITY THEFT,4.0
7778,Tamil Nadu,2022,6,IDENTITY THEFT,1.0
7779,Tamil Nadu,2022,7,IDENTITY THEFT,2.0
7780,Tamil Nadu,2022,9,IDENTITY THEFT,2.0
7781,Tamil Nadu,2022,10,IDENTITY THEFT,4.0
7782,Tamil Nadu,2022,11,IDENTITY THEFT,4.0
7783,Tamil Nadu,2022,12,IDENTITY THEFT,2.0
7784,Tamil Nadu,2023,1,IDENTITY THEFT,1.0
7785,Tamil Nadu,2023,2,IDENTITY THEFT,3.0
7786,Tamil Nadu,2023,4,IDENTITY THEFT,2.0
7787,Tamil Nadu,2023,5,IDENTITY THEFT,1.0
7788,Tamil Nadu,2023,6,IDENTITY THEFT,1.0
7789,Tamil Nadu,2023,7,IDENTITY THEFT,4.0
7790,Tamil Nadu,2023,8,IDENTITY THEFT,2.0
7791,Tamil Nadu,2023,9,IDENTITY THEFT,3.0
7792,Tamil Nadu,2023,10,IDENTITY THEFT,3.0
7793,Tamil Nadu,2023,11,IDENTITY THEFT,5.0
7794,Tamil Nadu,2023,12,IDENTITY THEFT,1.0
7795,Tamil Nadu,2020,1,ILLEGAL POSSESSION,1.0
7796,Tamil Nadu,2020,2,ILLEGAL POSSESSION,3.0
7797,Tamil Nadu,2020,3,ILLEGAL POSSESSION,1.0
7798,Tamil Nadu,2020,4,ILLEGAL POSSESSION,4.0
7799,Tamil Nadu,2020,5,ILLEGAL POSSESSION,4.0
7800,Tamil Nadu,2020,6,ILLEGAL POSSESSION,1.0
7801,Tamil Nadu,2020,8,ILLEGAL POSSESSION,2.0
7802,Tamil Nadu,2020,9,ILLEGAL POSSESSION,3.0
7803,Tamil Nadu,2020,10,ILLEGAL POSSESSION,2.0
7804,Tamil Nadu,2020,11,ILLEGAL POSSESSION,1.0
7805,Tamil Nadu,2020,12,ILLEGAL POSSESSION,3.0
7806,Tamil Nadu,2021,1,ILLEGAL POSSESSION,4.0
7807,Tamil Nadu,2021,2,ILLEGAL POSSESSION,2.0
7808,Tamil Nadu,2021,3,ILLEGAL POSSESSION,2.0
7809,Tamil Nadu,2021,4,ILLEGAL POSSESSION,1.0
7810,Tamil Nadu,2021,6,ILLEGAL POSSESSION,2.0
7811,Tamil Nadu,2021,7,ILLEGAL POSSESSION,3.0
7812,Tamil Nadu,2021,8,ILLEGAL POSSESSION,2.0
7813,Tamil Nadu,2021,9,ILLEGAL POSSESSION,1.0
7814,Tamil Nadu,2021,10,ILLEGAL POSSESSION,1.0
7815,Tamil Nadu,2021,11,ILLEGAL POSSESSION,2.0
7816,Tamil Nadu,2021,12,ILLEGAL POSSESSION,2.0
7817,Tamil Nadu,2022,1,ILLEGAL POSSESSION,1.0
7818,Tamil Nadu,2022,2,ILLEGAL POSSESSION,1.0
7819,Tamil Nadu,2022,3,ILLEGAL POSSESSION,1.0
7820,Tamil Nadu,2022,4,ILLEGAL POSSESSION,4.0
7821,Tamil Nadu,2022,5,ILLEGAL POSSESSION,1.0
7822,Tamil Nadu,2022,6,ILLEGAL POSSESSION,1.0
7823,Tamil Nadu,2022,7,ILLEGAL POSSESSION,5.0
7824,Tamil Nadu,2022,8,ILLEGAL POSSESSION,2.0
7825,Tamil Nadu,2022,9,ILLEGAL POSSESSION,1.0
7826,Tamil Nadu,2022,10,ILLEGAL POSSESSION,1.0
7827,Tamil Nadu,2022,11,ILLEGAL POSSESSION,4.0
7828,Tamil Nadu,2022,12,ILLEGAL POSSESSION,2.0
7829,Tamil Nadu,2023,1,ILLEGAL POSSESSION,2.0
7830,Tamil Nadu,2023,2,ILLEGAL POSSESSION,1.0
7831,Tamil Nadu,2023,4,ILLEGAL POSSESSION,1.0
7832,Tamil Nadu,2023,5,ILLEGAL POSSESSION,3.0
7833,Tamil Nadu,2023,6,ILLEGAL POSSESSION,1.0
7834,Tamil Nadu,2023,8,ILLEGAL POSSESSION,2.0
7835,Tamil Nadu,2023,9,ILLEGAL POSSESSION,1.0
7836,Tamil Nadu,2023,10,ILLEGAL POSSESSION,3.0
7837,Tamil Nadu,2023,11,ILLEGAL POSSESSION,2.0
7838,Tamil Nadu,2023,12,ILLEGAL POSSESSION,1.0
7839,Tamil Nadu,2020,1,KIDNAPPING,4.0
7840,Tamil Nadu,2020,2,KIDNAPPING,2.0
7841,Tamil Nadu,2020,3,KIDNAPPING,1.0
7842,Tamil Nadu,2020,4,KIDNAPPING,3.0
7843,Tamil Nadu,2020,5,KIDNAPPING,1.0
7844,Tamil Nadu,2020,6,KIDNAPPING,3.0
7845,Tamil Nadu,2020,8,KIDNAPPING,1.0
7846,Tamil Nadu,2020,9,KIDNAPPING,1.0
7847,Tamil Nadu,2020,10,KIDNAPPING,4.0
7848,Tamil Nadu,2021,1,KIDNAPPING,4.0
7849,Tamil Nadu,2021,2,KIDNAPPING,1.0
7850,Tamil Nadu,2021,3,KIDNAPPING,3.0
7851,Tamil Nadu,2021,4,KIDNAPPING,3.0
7852,Tamil Nadu,2021,5,KIDNAPPING,1.0
7853,Tamil Nadu,2021,7,KIDNAPPING,5.0
7854,Tamil Nadu,2021,8,KIDNAPPING,2.0
7855,Tamil Nadu,2021,9,KIDNAPPING,3.0
7856,Tamil Nadu,2021,10,KIDNAPPING,1.0
7857,Tamil Nadu,2021,11,KIDNAPPING,4.0
7858,Tamil Nadu,2021,12,KIDNAPPING,5.0
7859,Tamil Nadu,2022,1,KIDNAPPING,3.0
7860,Tamil Nadu,2022,2,KIDNAPPING,1.0
7861,Tamil Nadu,2022,3,KIDNAPPING,2.0
7862,Tamil Nadu,2022,4,KIDNAPPING,2.0
7863,Tamil Nadu,2022,5,KIDNAPPING,1.0
7864,Tamil Nadu,2022,6,KIDNAPPING,5.0
7865,Tamil Nadu,2022,7,KIDNAPPING,6.0
7866,Tamil Nadu,2022,9,KIDNAPPING,1.0
7867,Tamil Nadu,2022,10,KIDNAPPING,2.0
7868,Tamil Nadu,2022,11,KIDNAPPING,9.0
7869,Tamil Nadu,2022,12,KIDNAPPING,4.0
7870,Tamil Nadu,2023,1,KIDNAPPING,3.0
7871,Tamil Nadu,2023,2,KIDNAPPING,4.0
7872,Tamil Nadu,2023,3,KIDNAPPING,2.0
7873,Tamil Nadu,2023,4,KIDNAPPING,1.0
7874,Tamil Nadu,2023,5,KIDNAPPING,4.0
7875,Tamil Nadu,2023,6,KIDNAPPING,3.0
7876,Tamil Nadu,2023,7,KIDNAPPING,5.0
7877,Tamil Nadu,2023,8,KIDNAPPING,3.0
7878,Tamil Nadu,2023,10,KIDNAPPING,1.0
7879,Tamil Nadu,2023,11,KIDNAPPING,3.0
7880,Tamil Nadu,2023,12,KIDNAPPING,5.0
7881,Tamil Nadu,2020,1,PUBLIC INTOXICATION,2.0
7882,Tamil Nadu,2020,3,PUBLIC INTOXICATION,2.0
7883,Tamil Nadu,2020,4,PUBLIC INTOXICATION,2.0
7884,Tamil Nadu,2020,5,PUBLIC INTOXICATION,2.0
7885,Tamil Nadu,2020,6,PUBLIC INTOXICATION,1.0
7886,Tamil Nadu,2020,7,PUBLIC INTOXICATION,4.0
7887,Tamil Nadu,2020,8,PUBLIC INTOXICATION,1.0
7888,Tamil Nadu,2020,10,PUBLIC INTOXICATION,1.0
7889,Tamil Nadu,2020,11,PUBLIC INTOXICATION,1.0
7890,Tamil Nadu,2021,1,PUBLIC INTOXICATION,2.0
7891,Tamil Nadu,2021,2,PUBLIC INTOXICATION,2.0
7892,Tamil Nadu,2021,3,PUBLIC INTOXICATION,1.0
7893,Tamil Nadu,2021,5,PUBLIC INTOXICATION,4.0
7894,Tamil Nadu,2021,6,PUBLIC INTOXICATION,2.0
7895,Tamil Nadu,2021,7,PUBLIC INTOXICATION,3.0
7896,Tamil Nadu,2021,8,PUBLIC INTOXICATION,3.0
7897,Tamil Nadu,2021,9,PUBLIC INTOXICATION,2.0
7898,Tamil Nadu,2021,10,PUBLIC INTOXICATION,2.0
7899,Tamil Nadu,2021,12,PUBLIC INTOXICATION,3.0
7900,Tamil Nadu,2022,1,PUBLIC INTOXICATION,3.0
7901,Tamil Nadu,2022,2,PUBLIC INTOXICATION,2.0
7902,Tamil Nadu,2022,3,PUBLIC INTOXICATION,2.0
7903,Tamil Nadu,2022,4,PUBLIC INTOXICATION,2.0
7904,Tamil Nadu,2022,5,PUBLIC INTOXICATION,1.0
7905,Tamil Nadu,2022,6,PUBLIC INTOXICATION,2.0
7906,Tamil Nadu,2022,7,PUBLIC INTOXICATION,2.0
7907,Tamil Nadu,2022,8,PUBLIC INTOXICATION,1.0
7908,Tamil Nadu,2022,9,PUBLIC INTOXICATION,2.0
7909,Tamil Nadu,2022,10,PUBLIC INTOXICATION,2.0
7910,Tamil Nadu,2022,11,PUBLIC INTOXICATION,1.0
7911,Tamil Nadu,2022,12,PUBLIC INTOXICATION,3.0
7912,Tamil Nadu,2023,1,PUBLIC INTOXICATION,4.0
7913,Tamil Nadu,2023,2,PUBLIC INTOXICATION,4.0
7914,Tamil Nadu,2023,3,PUBLIC INTOXICATION,1.0
7915,Tamil Nadu,2023,5,PUBLIC INTOXICATION,5.0
7916,Tamil Nadu,2023,6,PUBLIC INTOXICATION,4.0
7917,Tamil Nadu,2023,7,PUBLIC INTOXICATION,1.0
7918,Tamil Nadu,2023,8,PUBLIC INTOXICATION,4.0
7919,Tamil Nadu,2023,9,PUBLIC INTOXICATION,3.0
7920,Tamil Nadu,2023,10,PUBLIC INTOXICATION,3.0
7921,Tamil Nadu,2023,11,PUBLIC INTOXICATION,2.0
7922,Tamil Nadu,2023,12,PUBLIC INTOXICATION,2.0
7923,Tamil Nadu,2020,1,ROBBERY,1.0
7924,Tamil Nadu,2020,3,ROBBERY,6.0
7925,Tamil Nadu,2020,4,ROBBERY,3.0
7926,Tamil Nadu,2020,5,ROBBERY,1.0
7927,Tamil Nadu,2020,8,ROBBERY,1.0
7928,Tamil Nadu,2020,9,ROBBERY,1.0
7929,Tamil Nadu,2020,10,ROBBERY,2.0
7930,Tamil Nadu,2020,12,ROBBERY,1.0
7931,Tamil Nadu,2021,1,ROBBERY,4.0
7932,Tamil Nadu,2021,2,ROBBERY,1.0
7933,Tamil Nadu,2021,3,ROBBERY,2.0
7934,Tamil Nadu,2021,4,ROBBERY,1.0
7935,Tamil Nadu,2021,5,ROBBERY,2.0
7936,Tamil Nadu,2021,6,ROBBERY,1.0
7937,Tamil Nadu,2021,7,ROBBERY,1.0
7938,Tamil Nadu,2021,8,ROBBERY,3.0
7939,Tamil Nadu,2021,10,ROBBERY,1.0
7940,Tamil Nadu,2021,11,ROBBERY,2.0
7941,Tamil Nadu,2022,1,ROBBERY,2.0
7942,Tamil Nadu,2022,2,ROBBERY,2.0
7943,Tamil Nadu,2022,3,ROBBERY,2.0
7944,Tamil Nadu,2022,4,ROBBERY,4.0
7945,Tamil Nadu,2022,5,ROBBERY,3.0
7946,Tamil Nadu,2022,6,ROBBERY,2.0
7947,Tamil Nadu,2022,7,ROBBERY,4.0
7948,Tamil Nadu,2022,9,ROBBERY,6.0
7949,Tamil Nadu,2022,10,ROBBERY,3.0
7950,Tamil Nadu,2022,12,ROBBERY,1.0
7951,Tamil Nadu,2023,1,ROBBERY,2.0
7952,Tamil Nadu,2023,3,ROBBERY,3.0
7953,Tamil Nadu,2023,4,ROBBERY,6.0
7954,Tamil Nadu,2023,5,ROBBERY,1.0
7955,Tamil Nadu,2023,6,ROBBERY,2.0
7956,Tamil Nadu,2023,7,ROBBERY,2.0
7957,Tamil Nadu,2023,8,ROBBERY,1.0
7958,Tamil Nadu,2023,9,ROBBERY,1.0
7959,Tamil Nadu,2023,10,ROBBERY,2.0
7960,Tamil Nadu,2023,11,ROBBERY,4.0
7961,Tamil Nadu,2023,12,ROBBERY,4.0
7962,Tamil Nadu,2020,1,SEXUAL ASSAULT,3.0
7963,Tamil Nadu,2020,3,SEXUAL ASSAULT,2.0
7964,Tamil Nadu,2020,4,SEXUAL ASSAULT,3.0
7965,Tamil Nadu,2020,5,SEXUAL ASSAULT,1.0
7966,Tamil Nadu,2020,7,SEXUAL ASSAULT,4.0
7967,Tamil Nadu,2020,8,SEXUAL ASSAULT,2.0
7968,Tamil Nadu,2020,9,SEXUAL ASSAULT,4.0
7969,Tamil Nadu,2020,11,SEXUAL ASSAULT,3.0
7970,Tamil Nadu,2020,12,SEXUAL ASSAULT,2.0
7971,Tamil Nadu,2021,1,SEXUAL ASSAULT,3.0
7972,Tamil Nadu,2021,2,SEXUAL ASSAULT,5.0
7973,Tamil Nadu,2021,3,SEXUAL ASSAULT,3.0
7974,Tamil Nadu,2021,4,SEXUAL ASSAULT,3.0
7975,Tamil Nadu,2021,5,SEXUAL ASSAULT,2.0
7976,Tamil Nadu,2021,6,SEXUAL ASSAULT,1.0
7977,Tamil Nadu,2021,7,SEXUAL ASSAULT,1.0
7978,Tamil Nadu,2021,8,SEXUAL ASSAULT,3.0
7979,Tamil Nadu,2021,9,SEXUAL ASSAULT,5.0
7980,Tamil Nadu,2021,10,SEXUAL ASSAULT,4.0
7981,Tamil Nadu,2021,11,SEXUAL ASSAULT,3.0
7982,Tamil Nadu,2021,12,SEXUAL ASSAULT,1.0
7983,Tamil Nadu,2022,1,SEXUAL ASSAULT,4.0
7984,Tamil Nadu,2022,2,SEXUAL ASSAULT,2.0
7985,Tamil Nadu,2022,4,SEXUAL ASSAULT,2.0
7986,Tamil Nadu,2022,5,SEXUAL ASSAULT,1.0
7987,Tamil Nadu,2022,6,SEXUAL ASSAULT,4.0
7988,Tamil Nadu,2022,7,SEXUAL ASSAULT,2.0
7989,Tamil Nadu,2022,8,SEXUAL ASSAULT,3.0
7990,Tamil Nadu,2022,9,SEXUAL ASSAULT,1.0
7991,Tamil Nadu,2022,10,SEXUAL ASSAULT,2.0
7992,Tamil Nadu,2022,11,SEXUAL ASSAULT,2.0
7993,Tamil Nadu,2022,12,SEXUAL ASSAULT,4.0
7994,Tamil Nadu,2023,1,SEXUAL ASSAULT,3.0
7995,Tamil Nadu,2023,3,SEXUAL ASSAULT,3.0
7996,Tamil Nadu,2023,4,SEXUAL ASSAULT,1.0
7997,Tamil Nadu,2023,5,SEXUAL ASSAULT,1.0
7998,Tamil Nadu,2023,6,SEXUAL ASSAULT,1.0
7999,Tamil Nadu,2023,7,SEXUAL ASSAULT,2.0
8000,Tamil Nadu,2023,8,SEXUAL ASSAULT,5.0
8001,Tamil Nadu,2023,9,SEXUAL ASSAULT,3.0
8002,Tamil Nadu,2023,10,SEXUAL ASSAULT,4.0
8003,Tamil Nadu,2023,11,SEXUAL ASSAULT,1.0
8004,Tamil Nadu,2023,12,SEXUAL ASSAULT,1.0
8005,Tamil Nadu,2020,1,SHOPLIFTING,6.0
8006,Tamil Nadu,2020,3,SHOPLIFTING,2.0
8007,Tamil Nadu,2020,4,SHOPLIFTING,3.0
8008,Tamil Nadu,2020,5,SHOPLIFTING,3.0
8009,Tamil Nadu,2020,6,SHOPLIFTING,1.0
8010,Tamil Nadu,2020,7,SHOPLIFTING,2.0
8011,Tamil Nadu,2020,8,SHOPLIFTING,2.0
8012,Tamil Nadu,2020,9,SHOPLIFTING,2.0
8013,Tamil Nadu,2020,10,SHOPLIFTING,1.0
8014,Tamil Nadu,2020,11,SHOPLIFTING,1.0
8015,Tamil Nadu,2020,12,SHOPLIFTING,4.0
8016,Tamil Nadu,2021,1,SHOPLIFTING,2.0
8017,Tamil Nadu,2021,2,SHOPLIFTING,1.0
8018,Tamil Nadu,2021,3,SHOPLIFTING,6.0
8019,Tamil Nadu,2021,4,SHOPLIFTING,4.0
8020,Tamil Nadu,2021,5,SHOPLIFTING,3.0
8021,Tamil Nadu,2021,6,SHOPLIFTING,1.0
8022,Tamil Nadu,2021,7,SHOPLIFTING,2.0
8023,Tamil Nadu,2021,8,SHOPLIFTING,1.0
8024,Tamil Nadu,2021,10,SHOPLIFTING,5.0
8025,Tamil Nadu,2021,11,SHOPLIFTING,1.0
8026,Tamil Nadu,2021,12,SHOPLIFTING,3.0
8027,Tamil Nadu,2022,1,SHOPLIFTING,4.0
8028,Tamil Nadu,2022,2,SHOPLIFTING,2.0
8029,Tamil Nadu,2022,3,SHOPLIFTING,1.0
8030,Tamil Nadu,2022,4,SHOPLIFTING,1.0
8031,Tamil Nadu,2022,6,SHOPLIFTING,2.0
8032,Tamil Nadu,2022,7,SHOPLIFTING,3.0
8033,Tamil Nadu,2022,9,SHOPLIFTING,4.0
8034,Tamil Nadu,2022,10,SHOPLIFTING,2.0
8035,Tamil Nadu,2022,11,SHOPLIFTING,1.0
8036,Tamil Nadu,2022,12,SHOPLIFTING,2.0
8037,Tamil Nadu,2023,1,SHOPLIFTING,1.0
8038,Tamil Nadu,2023,2,SHOPLIFTING,2.0
8039,Tamil Nadu,2023,3,SHOPLIFTING,2.0
8040,Tamil Nadu,2023,4,SHOPLIFTING,1.0
8041,Tamil Nadu,2023,5,SHOPLIFTING,5.0
8042,Tamil Nadu,2023,6,SHOPLIFTING,3.0
8043,Tamil Nadu,2023,7,SHOPLIFTING,4.0
8044,Tamil Nadu,2023,8,SHOPLIFTING,2.0
8045,Tamil Nadu,2023,9,SHOPLIFTING,5.0
8046,Tamil Nadu,2023,12,SHOPLIFTING,3.0
8047,Tamil Nadu,2020,1,TRAFFIC VIOLATION,3.0
8048,Tamil Nadu,2020,2,TRAFFIC VIOLATION,1.0
8049,Tamil Nadu,2020,3,TRAFFIC VIOLATION,3.0
8050,Tamil Nadu,2020,4,TRAFFIC VIOLATION,2.0
8051,Tamil Nadu,2020,6,TRAFFIC VIOLATION,3.0
8052,Tamil Nadu,2020,7,TRAFFIC VIOLATION,1.0
8053,Tamil Nadu,2020,8,TRAFFIC VIOLATION,2.0
8054,Tamil Nadu,2020,9,TRAFFIC VIOLATION,1.0
8055,Tamil Nadu,2020,10,TRAFFIC VIOLATION,2.0
8056,Tamil Nadu,2020,11,TRAFFIC VIOLATION,2.0
8057,Tamil Nadu,2020,12,TRAFFIC VIOLATION,1.0
8058,Tamil Nadu,2021,1,TRAFFIC VIOLATION,1.0
8059,Tamil Nadu,2021,2,TRAFFIC VIOLATION,1.0
8060,Tamil Nadu,2021,3,TRAFFIC VIOLATION,3.0
8061,Tamil Nadu,2021,4,TRAFFIC VIOLATION,6.0
8062,Tamil Nadu,2021,5,TRAFFIC VIOLATION,5.0
8063,Tamil Nadu,2021,6,TRAFFIC VIOLATION,1.0
8064,Tamil Nadu,2021,7,TRAFFIC VIOLATION,4.0
8065,Tamil Nadu,2021,8,TRAFFIC VIOLATION,1.0
8066,Tamil Nadu,2021,10,TRAFFIC VIOLATION,2.0
8067,Tamil Nadu,2021,11,TRAFFIC VIOLATION,2.0
8068,Tamil Nadu,2021,12,TRAFFIC VIOLATION,1.0
8069,Tamil Nadu,2022,1,TRAFFIC VIOLATION,1.0
8070,Tamil Nadu,2022,2,TRAFFIC VIOLATION,2.0
8071,Tamil Nadu,2022,3,TRAFFIC VIOLATION,3.0
8072,Tamil Nadu,2022,4,TRAFFIC VIOLATION,1.0
8073,Tamil Nadu,2022,6,TRAFFIC VIOLATION,2.0
8074,Tamil Nadu,2022,7,TRAFFIC VIOLATION,2.0
8075,Tamil Nadu,2022,8,TRAFFIC VIOLATION,2.0
8076,Tamil Nadu,2022,9,TRAFFIC VIOLATION,3.0
8077,Tamil Nadu,2022,10,TRAFFIC VIOLATION,3.0
8078,Tamil Nadu,2022,11,TRAFFIC VIOLATION,3.0
8079,Tamil Nadu,2022,12,TRAFFIC VIOLATION,2.0
8080,Tamil Nadu,2023,1,TRAFFIC VIOLATION,4.0
8081,Tamil Nadu,2023,2,TRAFFIC VIOLATION,3.0
8082,Tamil Nadu,2023,3,TRAFFIC VIOLATION,2.0
8083,Tamil Nadu,2023,4,TRAFFIC VIOLATION,1.0
8084,Tamil Nadu,2023,5,TRAFFIC VIOLATION,3.0
8085,Tamil Nadu,2023,7,TRAFFIC VIOLATION,2.0
8086,Tamil Nadu,2023,8,TRAFFIC VIOLATION,1.0
8087,Tamil Nadu,2023,9,TRAFFIC VIOLATION,1.0
8088,Tamil Nadu,2023,10,TRAFFIC VIOLATION,2.0
8089,Tamil Nadu,2023,11,TRAFFIC VIOLATION,2.0
8090,Tamil Nadu,2023,12,TRAFFIC VIOLATION,3.0
8091,Tamil Nadu,2020,1,VANDALISM,4.0
8092,Tamil Nadu,2020,2,VANDALISM,1.0
8093,Tamil Nadu,2020,3,VANDALISM,1.0
8094,Tamil Nadu,2020,4,VANDALISM,1.0
8095,Tamil Nadu,2020,5,VANDALISM,4.0
8096,Tamil Nadu,2020,6,VANDALISM,2.0
8097,Tamil Nadu,2020,7,VANDALISM,3.0
8098,Tamil Nadu,2020,8,VANDALISM,6.0
8099,Tamil Nadu,2020,9,VANDALISM,2.0
8100,Tamil Nadu,2020,10,VANDALISM,3.0
8101,Tamil Nadu,2020,11,VANDALISM,6.0
8102,Tamil Nadu,2020,12,VANDALISM,1.0
8103,Tamil Nadu,2021,1,VANDALISM,6.0
8104,Tamil Nadu,2021,2,VANDALISM,3.0
8105,Tamil Nadu,2021,3,VANDALISM,4.0
8106,Tamil Nadu,2021,4,VANDALISM,1.0
8107,Tamil Nadu,2021,5,VANDALISM,2.0
